id,web_name,team,element_type,goals_scored,assists,penalties_missed,bonus,bps,influence,creativity,threat,minutes
701,Orford,19,3,0,0,0,0,13,6.4,27.6,6.0,47
750,Potter,19,5,0,0,0,0,0,0.0,0.0,0.0,0
204,Johnstone,20,1,0,0,0,0,42,193.8,10.0,0.0,630
533,Aït-Nouri,20,2,4,7,0,13,447,778.4,694.3,435.0,3112
534,B.Traore,20,3,0,0,0,0,3,4.0,0.0,0.0,1
535,Bellegarde,20,3,2,7,0,5,332,355.6,422.8,200.0,1666
536,Bentley,20,1,0,0,0,1,29,60.0,0.0,0.0,180
537,Chiquinho,20,3,0,0,0,0,4,3.0,14.3,2.0,6
538,Chirewa,20,3,0,0,0,0,0,0.0,0.0,0.0,0
539,Chiwome,20,4,0,0,0,0,0,0.0,0.0,0.0,0
540,Cundle,20,3,0,0,0,0,0,0.0,0.0,0.0,0
541,Cunha,20,4,15,7,0,41,838,936.2,847.8,940.0,2596
542,Dawson,20,2,0,1,0,1,57,204.2,31.3,55.0,969
543,Doherty,20,2,2,1,0,4,307,502.2,179.9,135.0,2105
544,Doyle,20,3,0,1,0,0,128,114.6,101.7,34.0,474
545,Fábio Silva,20,4,0,0,0,0,0,0.0,0.0,0.0,0
546,Fraser,20,4,0,0,0,0,0,0.0,0.0,0.0,0
547,Gonzalez,20,3,0,0,0,0,0,0.0,0.0,0.0,0
548,Guedes,20,3,2,4,0,2,187,215.8,213.9,217.0,979
549,H.Bueno,20,2,0,0,0,0,0,0.0,0.0,0.0,0
550,Hee Chan,20,3,2,1,0,0,130,111.6,72.7,84.0,646
551,Hodge,20,3,0,0,0,0,0,0.0,0.0,0.0,0
552,Hoever,20,2,0,0,0,0,0,0.0,0.0,0.0,0
553,J.Gomes,20,3,3,1,0,7,489,513.4,428.9,231.0,2975
554,José Sá,20,1,0,0,0,4,305,603.4,30.0,0.0,2610
555,Kalajdžić,20,4,0,0,0,0,0,0.0,0.0,0.0,0
556,King,20,1,0,0,0,0,3,0.0,0.0,0.0,1
557,Mario Jr.,20,3,1,3,0,5,252,356.8,166.7,120.0,1363
558,Mosquera,20,2,0,0,0,0,24,110.2,27.3,21.0,441
559,N.Semedo,20,2,0,4,0,0,302,504.6,404.9,149.0,2889
561,Pedro Lima,20,2,0,0,0,0,9,23.4,34.8,11.0,69
562,Podence,20,3,0,0,0,0,9,3.0,1.1,1.0,46
563,R.Gomes,20,3,2,0,0,0,183,186.6,180.2,113.0,794
564,S.Bueno,20,2,0,0,0,2,174,345.4,15.8,80.0,1678
565,Sarabia,20,3,3,2,0,3,175,217.6,245.9,177.0,800
566,Strand Larsen,20,4,14,4,0,17,570,646.8,303.4,848.0,2587
567,Toti,20,2,0,1,0,8,370,617.2,144.2,102.0,2613
637,Meupiyou,20,2,0,0,0,0,0,0.0,0.0,0.0,0
642,André,20,3,0,0,0,1,436,383.2,285.5,30.0,2472
655,Forbs,20,3,0,0,0,0,35,25.8,24.2,35.0,236
664,Pond,20,2,0,0,0,0,3,0.0,0.0,0.0,1
682,Edozie,20,3,0,0,0,0,0,0.0,0.0,0.0,0
711,Okoduwa,20,2,0,0,0,0,0,0.0,0.0,0.0,0
720,Agbadou,20,2,1,0,0,1,223,395.2,57.3,67.0,1410
751,Pereira,20,5,0,0,0,0,0,0.0,0.0,0.0,0
769,Djiga,20,2,0,0,0,0,11,5.6,2.1,0.0,65
770,Munetsi,20,3,2,2,0,4,134,176.8,132.9,212.0,1077
784,Mané,20,4,0,0,0,0,3,0.0,0.3,0.0,1
