id,web_name,team,element_type,now_cost,total_points,goals_scored,assists,clean_sheets,minutes,bonus,bps,influence,creativity,threat,ict_index,form,value_season
369,Dalot,14,2,50,95,0,4,8,2812,9,352,493.2,434.2,258.0,118.2,0.2,19.0
370,Eriksen,14,3,52,45,1,2,4,1052,0,228,235.8,474.3,79.0,78.9,2.8,8.7
371,Evans,14,2,44,15,0,0,1,312,3,71,66.6,5.3,23.0,9.5,0.2,3.4
372,Garnacho,14,3,59,106,6,4,5,2188,7,370,454.0,532.2,904.0,188.3,3.5,18.0
373,Hannibal,14,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
374,Heaton,14,1,39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
375,Højlund,14,4,69,78,4,1,6,1998,8,246,187.0,254.7,432.0,86.3,1.5,11.3
376,Lindelof,14,2,43,27,0,0,2,695,0,100,125.4,48.5,8.0,18.3,2.5,6.3
377,Maguire,14,2,49,48,1,0,3,1751,3,217,409.4,101.2,233.0,74.5,2.2,9.8
378,Mainoo,14,3,52,42,0,0,5,1646,0,229,196.6,250.8,137.0,58.8,1.5,8.1
379,Malacia,14,2,44,2,0,0,0,99,0,2,5.2,13.9,0.0,1.7,0.0,0.5
380,Martinez,14,2,43,68,2,1,6,1751,5,293,426.6,153.9,158.0,73.8,0.0,15.8
381,McTominay,14,3,49,2,0,0,0,17,0,4,3.2,0.3,5.0,0.9,0.0,0.4
382,Mount,14,3,63,25,1,0,3,613,0,74,104.0,140.0,218.0,45.6,3.2,4.0
383,Onana,14,1,49,120,0,0,9,3060,8,443,733.0,13.0,0.0,74.7,0.5,24.5
384,Pellistri,14,3,50,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
387,Shaw,14,2,49,5,0,0,0,346,0,38,48.2,68.2,11.0,12.7,0.2,1.0
389,Zirkzee,14,4,65,64,3,2,3,1385,6,216,222.6,212.0,351.0,78.0,0.0,9.8
572,Yoro,14,2,43,22,0,0,1,1160,0,90,207.4,55.8,54.0,31.8,0.2,5.1
593,De Ligt,14,2,48,68,2,0,4,2119,3,312,518.4,88.7,303.0,91.5,0.0,14.2
594,Mazraoui,14,2,42,88,0,1,7,2836,5,410,619.4,332.7,123.0,107.5,0.8,21.0
613,Collyer,14,3,45,6,0,0,0,174,0,40,40.4,29.9,8.0,7.9,0.0,1.3
648,Wheatley,14,4,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
652,Ugarte,14,3,49,49,1,2,4,1777,1,318,313.6,195.9,113.0,62.1,1.2,10.0
658,Heaven,14,2,40,10,0,0,1,169,2,47,43.4,12.9,10.0,6.6,2.0,2.5
667,Fletcher,14,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
670,Amass,14,2,40,4,0,0,0,345,0,1,40.0,26.5,15.0,8.2,0.2,1.0
673,Fitzgerald,14,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
691,Kukonki,14,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
745,Amorim,14,5,8,86,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.8,107.5
761,Harrison,14,1,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
766,Dorgu,14,2,45,18,0,0,2,840,1,108,106.4,175.3,112.0,39.4,2.5,4.0
776,Obi,14,4,45,7,0,0,0,160,0,21,8.2,5.1,46.0,5.4,0.8,1.6
777,Fredricson,14,2,40,2,0,0,0,166,0,16,37.4,4.9,2.0,4.4,0.0,0.5
778,Moorhouse,14,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
779,Koné,14,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
783,Graczyk,14,1,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
788,Dermot Mee,14,1,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
390,A.Murphy,15,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
391,Almirón,15,3,54,10,0,0,0,150,0,36,15.2,40.9,57.0,11.3,0.0,1.9
392,Barnes,15,3,59,130,9,5,6,1746,13,442,522.2,407.1,701.0,163.1,2.2,22.0
393,Botman,15,2,44,18,0,0,2,412,0,95,110.4,28.4,96.0,23.6,2.5,4.1
394,Bruno G.,15,3,62,135,5,6,13,3273,10,661,723.0,796.0,454.0,197.5,3.2,21.8
395,Burn,15,2,46,115,1,1,13,3330,9,476,736.6,123.6,297.0,115.8,4.0,25.0
396,Dúbravka,15,1,40,44,0,0,5,900,2,160,220.2,0.0,0.0,22.0,0.0,11.0
398,Gordon,15,3,74,124,6,6,10,2428,9,476,537.0,777.3,655.0,196.8,1.8,16.8
399,Hall,15,2,47,102,0,7,8,2188,11,443,561.6,561.2,128.0,125.3,0.0,21.7
400,Hayden,15,3,44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
401,Isak,15,4,94,211,23,6,12,2758,36,848,1043.0,573.1,1320.0,292.7,3.2,22.4
402,J.Murphy,15,3,52,159,8,13,11,2356,11,601,713.4,625.2,519.0,185.6,2.5,30.6
403,Joelinton,15,3,60,99,4,4,10,2394,11,374,469.8,389.3,465.0,132.7,0.0,16.5
404,Kelly,15,2,42,12,0,1,0,299,0,40,80.6,29.0,20.0,12.6,0.0,2.9
405,Krafth,15,2,43,17,0,0,1,334,0,55,59.2,19.7,13.0,9.3,0.2,4.0
406,Kuol,15,3,44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
407,Lascelles,15,2,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
408,Lewis,15,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
409,Livramento,15,2,46,105,0,1,10,2835,6,476,567.4,406.2,127.0,110.1,3.2,22.8
410,Longstaff,15,3,44,34,0,1,2,783,0,131,117.2,78.4,76.0,27.3,0.2,7.7
411,Miley,15,3,50,21,1,0,0,304,1,88,87.4,33.5,45.0,16.7,0.5,4.2
412,Odysseas,15,1,42,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
413,Pope,15,1,50,102,0,0,8,2520,2,384,666.0,10.0,0.0,67.4,3.8,20.4
414,Ruddy,15,1,39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
415,Schär,15,2,55,118,4,2,11,2935,4,440,743.2,111.5,346.0,119.6,3.5,21.5
416,Targett,15,2,39,2,0,0,0,20,0,7,5.0,5.6,0.0,1.0,0.0,0.5
417,Tonali,15,3,55,106,4,2,11,2625,10,536,539.4,496.3,299.0,133.5,4.2,19.3
418,Trippier,15,2,56,72,0,3,6,1299,8,287,319.4,406.8,33.0,76.1,0.8,12.9
419,White,15,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
420,Willock,15,3,47,46,0,2,4,1065,0,139,172.8,273.8,197.0,63.9,0.5,9.8
421,Wilson,15,4,69,19,0,0,0,355,0,42,13.0,42.2,71.0,12.1,1.2,2.8
574,Pivas,15,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
590,Osula,15,4,49,19,1,0,0,124,1,59,42.4,25.1,37.0,10.5,0.5,3.9
746,Howe,15,5,15,97,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.5,64.7
789,Neave,15,4,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26,Alex Moreno,16,2,42,34,0,1,3,952,1,126,200.8,134.5,29.0,36.4,0.0,8.1
422,Aina,16,2,53,128,2,1,12,2996,15,483,578.2,282.3,80.0,94.1,1.0,24.2
423,Anderson,16,3,50,107,2,6,13,2726,8,526,638.8,605.2,308.0,155.6,1.4,21.4
424,Awoniyi,16,4,55,32,1,0,1,398,0,89,67.0,40.9,118.0,21.9,0.4,5.8
425,Boly,16,2,42,6,0,0,0,146,0,26,51.0,0.4,17.0,6.8,0.0,1.4
426,Bowler,16,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
427,C.Miguel,16,1,41,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
428,Da Silva Moreira,16,3,43,2,0,0,0,28,0,9,5.2,0.3,0.0,0.6,0.0,0.5
429,Danilo,16,3,47,11,0,0,1,270,0,43,34.6,5.0,0.0,3.9,0.2,2.3
430,Dennis,16,4,49,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
431,Dominguez,16,3,48,54,0,1,7,1954,0,292,410.2,247.2,237.0,89.4,1.6,11.2
432,Elanga,16,3,55,153,6,11,12,2496,15,535,627.0,785.4,582.0,199.8,3.6,27.8
433,Gibbs-White,16,3,65,154,7,11,13,2806,18,594,680.4,793.7,632.0,210.6,5.6,23.7
434,Hudson-Odoi,16,3,51,103,5,3,11,2190,7,454,445.6,663.9,405.0,151.0,0.6,20.2
435,Mighten,16,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
436,Murillo,16,2,47,130,2,0,12,3188,18,541,927.2,211.2,201.0,134.0,2.8,27.7
437,N.Williams,16,2,45,109,1,3,10,2588,8,435,628.4,305.3,244.0,118.0,2.4,24.2
438,O.Richards,16,2,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
439,O'Brien,16,3,50,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
440,Omobamidele,16,2,42,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
441,Panzo,16,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
442,Sangaré,16,3,43,20,0,1,2,584,0,107,130.6,80.3,21.0,23.2,1.6,4.7
443,Sels,16,1,52,150,0,1,13,3420,11,521,942.2,20.2,0.0,96.7,1.8,28.8
444,Toffolo,16,2,42,4,0,0,0,135,0,18,40.2,4.1,6.0,5.1,0.0,1.0
446,Ui-jo,16,4,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
447,Wood,16,4,72,200,20,3,15,2958,41,744,838.4,320.0,900.0,205.6,3.2,27.8
448,Worrall,16,2,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
449,Yates,16,3,48,67,2,2,6,1901,3,306,344.4,241.1,265.0,85.4,1.0,14.0
573,Milenković,16,2,52,145,5,2,13,3330,2,499,805.2,107.9,361.0,127.2,2.8,27.9
596,Jota Silva,16,3,59,52,3,2,1,835,0,212,221.8,182.9,239.0,64.6,0.8,8.8
620,Sosa,16,3,55,25,1,0,1,280,0,101,87.4,103.0,104.0,29.2,0.4,4.5
653,Morato,16,2,45,36,0,0,3,891,2,125,205.2,10.8,22.0,24.0,0.0,8.0
706,Abbott,16,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
721,Hennessey,16,1,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
747,Nuno,16,5,11,78,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.4,70.9
14,Ramsdale,17,1,44,97,0,0,3,2700,11,315,980.6,0.1,0.0,98.3,3.8,22.0
27,Archer,17,4,48,57,2,0,2,1421,4,145,125.2,102.5,376.0,60.0,1.0,11.9
188,Ugochukwu,17,3,44,47,1,1,1,1652,3,209,265.0,211.9,84.0,55.9,0.8,10.7
397,Fraser,17,3,48,7,0,0,0,303,0,31,35.8,26.8,13.0,6.7,0.0,1.5
451,Amo-Ameyaw,17,3,44,1,0,0,0,26,0,1,4.0,16.1,6.0,2.6,0.0,0.2
452,Aribo,17,3,49,72,3,0,1,2007,7,394,386.2,293.0,242.0,92.3,0.5,14.7
453,Armstrong,17,4,51,45,2,3,2,1246,2,145,154.4,143.7,262.0,56.0,0.0,8.8
454,Bazunu,17,1,43,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
455,Bednarek,17,2,40,60,2,0,3,2531,3,283,770.6,78.3,71.0,91.9,2.0,15.0
456,Bella-Kotchap,17,2,39,2,0,0,0,329,0,7,64.6,2.3,4.0,7.0,0.0,0.5
457,Bree,17,2,39,23,0,1,1,1070,0,95,187.4,159.4,43.0,39.0,1.8,5.9
458,Charles,17,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
459,Edozie,17,3,49,1,0,0,0,64,0,6,9.8,19.0,22.0,5.1,0.0,0.2
460,Edwards,17,2,39,1,0,0,0,12,0,-1,5.0,0.1,0.0,0.5,0.0,0.3
461,Harwood-Bellis,17,2,39,55,1,0,3,2824,2,268,727.0,218.3,252.0,119.9,1.8,14.1
462,Kamaldeen,17,3,50,53,1,2,3,1394,2,163,187.2,182.4,290.0,65.7,1.5,10.6
463,Lallana,17,3,50,17,0,2,0,352,1,74,81.2,82.4,21.0,18.4,0.0,3.4
464,Larios,17,2,39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
465,Lis,17,1,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
466,Lumley,17,1,40,8,0,0,0,270,0,22,102.2,0.0,0.0,10.2,0.0,2.0
467,Manning,17,2,43,34,0,2,1,1458,0,162,307.4,498.3,71.0,87.6,0.5,7.9
468,Mara,17,4,50,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
469,McCarthy,17,1,42,12,0,0,0,450,0,32,166.4,0.0,0.0,16.7,0.0,2.9
470,Onuachu,17,4,49,51,4,1,1,1038,4,151,219.8,127.3,479.0,81.7,0.5,10.4
471,Smallbone,17,3,50,26,1,0,0,679,0,119,112.6,163.3,64.0,33.9,1.0,5.2
472,Stephens,17,2,40,31,1,0,2,1389,2,112,291.8,71.6,51.0,41.5,1.8,7.8
473,Stewart,17,4,44,20,1,0,1,382,3,59,54.4,15.4,96.0,16.3,3.0,4.5
474,Sugawara,17,2,42,43,1,1,2,1548,0,116,315.4,291.3,137.0,74.2,0.2,10.2
475,Taylor,17,2,39,6,0,0,0,353,0,26,102.0,27.8,4.0,13.5,0.2,1.5
476,Walker-Peters,17,2,42,54,0,3,2,2918,3,240,503.8,406.8,237.0,114.4,0.2,12.9
477,Wood,17,2,39,14,0,0,1,771,2,54,137.8,20.3,16.0,17.6,0.2,3.6
515,Cornet,17,3,47,1,0,0,0,71,0,12,11.6,3.5,7.0,2.2,0.0,0.2
518,Downes,17,3,47,48,1,0,4,2149,0,312,297.6,292.2,118.0,71.0,1.8,10.2
584,Brereton Díaz,17,3,48,13,0,0,0,446,0,43,21.8,63.6,81.0,16.8,0.0,2.7
608,Dibling,17,3,43,68,2,2,3,1863,4,247,261.0,344.5,264.0,87.0,1.5,15.8
623,M.Fernandes,17,3,50,95,2,4,5,2911,8,513,553.4,649.5,372.0,157.8,3.0,19.0
693,O'Brien-Whitmarsh,17,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
718,Welington,17,2,40,14,0,0,1,478,0,53,120.2,58.4,11.0,19.0,2.0,3.5
719,Kayi Sanda,17,2,40,2,0,0,0,12,0,3,3.2,0.3,2.0,0.6,0.5,0.5
734,Grønbæk,17,3,49,6,0,0,0,141,0,13,15.8,11.4,9.0,3.7,0.0,1.2
748,Rusk,17,5,5,38,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.8,76.0
798,Jay Robinson,17,4,44,5,0,0,0,134,0,19,21.8,34.4,29.0,8.6,1.0,1.1
804,Moore,17,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
82,Solanke,18,4,73,108,9,5,4,2199,7,404,505.8,199.8,729.0,142.1,2.0,14.8
478,A.Phillips,18,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
479,Austin,18,1,40,1,0,0,0,90,0,7,20.0,0.0,0.0,2.0,0.0,0.2
480,Bentancur,18,3,49,49,2,0,3,1640,1,293,324.6,208.5,165.0,70.2,0.5,10.0
481,Bergvall,18,3,44,44,0,2,3,1200,0,216,237.2,218.7,97.0,55.0,0.0,10.0
482,Bissouma,18,3,48,50,2,0,3,1396,4,258,283.8,133.8,59.0,48.0,1.2,10.4
483,Bryan,18,3,50,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
484,Davies,18,2,43,28,0,0,3,1329,0,154,343.6,42.1,49.0,43.7,0.5,6.5
485,Devine,18,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
486,Dragusin,18,2,43,24,0,0,2,1250,0,96,256.4,58.1,47.0,36.2,0.0,5.6
487,E.Royal,18,2,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
488,Forster,18,1,43,19,0,0,1,630,0,64,221.0,0.0,0.0,22.2,0.0,4.4
489,Gray,18,3,46,45,0,0,2,1750,0,253,254.6,71.4,15.0,34.3,1.8,9.8
490,Højbjerg,18,3,50,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
491,Johnson,18,3,62,137,11,6,2,2171,13,461,559.6,295.0,761.0,161.0,0.8,22.1
492,Kulusevski,18,3,62,117,7,4,6,2386,9,426,613.6,843.8,733.0,218.7,0.8,18.9
493,Lo Celso,18,3,49,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
494,Maddison,18,3,74,133,9,8,6,1799,15,592,683.4,702.3,495.0,187.8,0.0,18.0
495,Pedro Porro,18,2,52,98,2,6,6,2606,6,456,778.4,932.9,200.0,191.2,-0.2,18.8
496,Reguilón,18,2,41,2,0,0,0,194,0,20,33.4,25.2,13.0,7.2,0.2,0.5
497,Richarlison,18,4,68,35,4,1,1,497,0,138,180.8,57.1,243.0,47.4,1.0,5.1
498,Romero,18,2,49,49,1,1,3,1416,3,245,343.2,113.1,232.0,69.0,0.0,10.0
499,P.M.Sarr,18,3,47,71,3,2,2,1901,4,365,398.4,257.2,220.0,87.2,1.5,15.1
500,Scarlett,18,4,44,6,0,1,0,31,0,20,24.4,11.0,17.0,5.2,0.0,1.4
502,Solomon,18,3,54,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
503,Son,18,3,97,129,7,10,4,2106,12,543,629.6,734.9,707.0,207.2,0.8,13.3
504,Spence,18,2,44,51,1,2,3,1790,6,216,433.0,226.6,100.0,76.1,1.0,11.6
505,Udogie,18,2,48,43,0,1,2,1923,0,233,354.8,256.5,132.0,74.5,0.0,9.0
506,Van de Ven,18,2,45,32,0,2,2,1014,2,139,212.0,39.4,57.0,30.9,0.2,7.1
507,Veliz,18,4,50,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
508,Vicario,18,1,48,66,0,0,4,2160,2,293,587.8,0.0,0.0,58.5,0.8,13.8
509,Werner,18,3,62,34,0,3,1,504,2,120,114.6,148.0,113.0,37.1,0.0,5.5
510,Whiteman,18,1,39,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
609,Lankshear,18,4,45,3,0,0,0,10,0,7,0.0,0.0,0.0,0.0,0.0,0.7
610,Moore,18,3,45,19,0,2,0,359,0,51,33.2,45.2,34.0,11.0,1.2,4.2
612,Odobert,18,3,53,34,1,0,1,843,3,92,101.2,108.6,156.0,36.7,3.8,6.4
683,Olusesi,18,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
684,Hardy,18,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
689,Williams-Barnett,18,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
699,Dorrington,18,2,40,1,0,0,0,13,0,4,1.0,0.2,0.0,0.1,0.0,0.2
700,King,18,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
716,Kinsky,18,1,41,17,0,0,1,540,0,86,208.2,10.1,0.0,21.7,1.2,4.1
717,Yang,18,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
729,Ajayi,18,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
749,Postecoglou,18,5,11,58,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.2,52.7
760,Cassanova,18,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
767,Danso,18,2,44,16,0,0,1,842,0,104,242.0,34.4,72.0,34.9,1.0,3.6
768,Tel,18,3,58,42,2,2,2,908,2,151,183.8,208.3,236.0,62.3,3.0,7.2
123,Ferguson,19,4,55,28,1,0,1,385,2,97,80.0,68.5,104.0,25.0,0.2,5.1
388,Wan-Bissaka,19,2,45,118,2,6,6,3154,15,496,807.4,531.5,188.0,152.7,6.2,26.2
511,Álvarez,19,3,50,40,0,1,3,1769,0,221,281.8,213.9,51.0,54.7,0.8,8.0
512,Antonio,19,4,52,42,1,4,4,834,3,111,72.0,139.5,194.0,39.5,0.0,8.1
513,Areola,19,1,42,69,0,0,4,2259,1,261,619.8,0.0,0.0,62.1,3.0,16.4
514,Bowen,19,3,79,193,13,11,8,2974,21,678,903.0,737.8,1081.0,271.9,9.5,24.4
516,Coufal,19,2,41,27,0,0,2,1056,1,89,204.0,142.0,70.0,41.3,2.0,6.6
517,Cresswell,19,2,39,36,0,0,3,818,3,159,148.4,152.3,14.0,31.4,2.2,9.2
519,Earthy,19,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
520,Emerson,19,2,44,76,2,1,5,2108,4,219,420.4,310.9,173.0,90.4,0.8,17.3
521,Fabianski,19,1,39,39,0,0,2,1160,2,143,387.8,0.3,0.0,38.7,0.8,10.0
522,Foderingham,19,1,42,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
523,Ings,19,4,48,32,1,3,0,270,4,110,97.0,76.5,159.0,33.4,0.0,6.7
524,Kilman,19,2,43,82,0,1,6,3348,5,395,832.6,203.3,149.0,118.8,2.5,19.1
525,Kudus,19,3,62,106,5,4,7,2589,5,373,471.6,552.5,752.0,177.5,4.0,17.1
526,L.Guilherme,19,3,46,12,0,0,0,139,0,47,27.6,49.1,32.0,10.8,0.2,2.6
527,L.Paquetá,19,3,57,80,4,1,4,2374,5,375,433.2,627.7,267.0,132.6,0.5,14.0
528,Mavropanos,19,2,43,45,0,0,2,2035,4,234,497.0,74.9,160.0,73.2,1.0,10.5
529,N.Aguerd,19,2,44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
530,Souček,19,3,48,126,9,2,7,2563,15,442,672.6,231.8,643.0,154.0,3.8,26.2
531,Ward-Prowse,19,3,61,51,1,2,5,1433,2,293,282.4,378.3,138.0,80.0,3.5,8.4
532,Zouma,19,2,44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
576,Irving,19,3,47,9,0,0,0,161,0,38,37.6,26.5,17.0,8.1,0.0,1.9
587,Summerville,19,3,55,33,1,1,2,776,2,129,156.4,246.1,186.0,58.7,0.0,6.0
588,G.Rodríguez,19,3,48,36,0,1,4,1147,0,193,205.4,79.7,29.0,31.5,1.8,7.5
589,Füllkrug,19,4,67,42,3,2,2,783,3,152,187.2,173.3,221.0,56.8,1.5,6.3
591,Todibo,19,2,42,54,0,0,5,1824,1,233,373.0,37.1,35.0,44.5,2.5,12.9
643,Casey,19,2,40,1,0,0,0,1,0,3,2.0,0.0,0.0,0.2,0.0,0.2
654,C.Soler,19,3,50,47,1,1,2,1394,2,216,189.0,295.8,186.0,67.2,0.5,9.4
677,Scarles,19,2,40,29,0,0,2,659,2,98,106.4,54.3,24.0,18.6,0.5,7.2
686,Mayers,19,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
701,Orford,19,3,45,2,0,0,0,47,0,13,6.4,27.6,6.0,4.0,0.0,0.4
750,Potter,19,5,5,84,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.0,168.0
204,Johnstone,20,1,41,12,0,0,0,630,0,42,193.8,10.0,0.0,20.4,0.0,2.9
533,Aït-Nouri,20,2,51,125,4,7,7,3112,13,447,778.4,694.3,435.0,191.0,1.2,24.5
534,B.Traore,20,3,48,1,0,0,0,1,0,3,4.0,0.0,0.0,0.4,0.0,0.2
535,Bellegarde,20,3,49,90,2,7,6,1666,5,332,355.6,422.8,200.0,97.2,2.2,18.4
536,Bentley,20,1,39,9,0,0,1,180,1,29,60.0,0.0,0.0,6.0,0.5,2.3
537,Chiquinho,20,3,45,1,0,0,0,6,0,4,3.0,14.3,2.0,1.9,0.0,0.2
538,Chirewa,20,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
539,Chiwome,20,4,44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
540,Cundle,20,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
541,Cunha,20,4,70,178,15,7,7,2596,41,838,936.2,847.8,940.0,272.2,1.2,25.4
542,Dawson,20,2,42,17,0,1,1,969,1,57,204.2,31.3,55.0,29.1,0.0,4.0
543,Doherty,20,2,43,75,2,1,6,2105,4,307,502.2,179.9,135.0,81.8,1.2,17.4
544,Doyle,20,3,47,28,0,1,0,474,0,128,114.6,101.7,34.0,25.3,0.0,6.0
545,Fábio Silva,20,4,50,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
546,Fraser,20,4,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
547,Gonzalez,20,3,44,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
548,Guedes,20,3,53,62,2,4,3,979,2,187,215.8,213.9,217.0,64.0,1.5,11.7
549,H.Bueno,20,2,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
550,Hee Chan,20,3,61,37,2,1,0,646,0,130,111.6,72.7,84.0,26.7,0.5,6.1
551,Hodge,20,3,45,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
552,Hoever,20,2,40,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
553,J.Gomes,20,3,49,87,3,1,6,2975,7,489,513.4,428.9,231.0,117.3,1.2,17.8
554,José Sá,20,1,44,93,0,0,7,2610,4,305,603.4,30.0,0.0,63.4,1.8,21.1
555,Kalajdžić,20,4,48,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
556,King,20,1,39,1,0,0,0,1,0,3,0.0,0.0,0.0,0.0,0.2,0.3
557,Mario Jr.,20,3,48,47,1,3,1,1363,5,252,356.8,166.7,120.0,64.4,0.0,9.8
558,Mosquera,20,2,38,3,0,0,0,441,0,24,110.2,27.3,21.0,16.0,0.0,0.8
559,N.Semedo,20,2,45,84,0,4,8,2889,0,302,504.6,404.9,149.0,106.0,1.0,18.7
561,Pedro Lima,20,2,39,2,0,0,0,69,0,9,23.4,34.8,11.0,6.9,0.0,0.5
562,Podence,20,3,55,2,0,0,0,46,0,9,3.0,1.1,1.0,0.4,0.0,0.4
563,R.Gomes,20,3,51,42,2,0,1,794,0,183,186.6,180.2,113.0,47.6,1.2,8.2
564,S.Bueno,20,2,43,52,0,0,5,1678,2,174,345.4,15.8,80.0,44.2,0.5,12.1
565,Sarabia,20,3,50,50,3,2,1,800,3,175,217.6,245.9,177.0,63.8,1.0,10.0
566,Strand Larsen,20,4,52,145,14,4,7,2587,17,570,646.8,303.4,848.0,179.5,4.0,27.9
567,Toti,20,2,43,79,0,1,8,2613,8,370,617.2,144.2,102.0,86.5,1.0,18.4
