id,web_name,team,element_type,bonus,bps,total_points,minutes,influence,creativity,threat
305,Thomas,11,2,0,144,27,1109,226.4,144.5,34.0
306,Vardy,11,4,18,464,128,2825,490.8,270.8,742.0
307,Vestergaard,11,2,0,86,11,1390,321.0,46.6,53.0
308,Ward,11,1,0,-5,2,135,35.4,0.0,0.0
309,Winks,11,3,0,282,40,1536,272.8,319.6,37.0
501,Skipp,11,3,0,121,27,1118,119.4,146.0,35.0
570,A.Fatawu,11,3,3,125,26,576,147.6,104.3,148.0
606,Alves,11,3,0,3,1,1,0.0,0.3,0.0
616,Nelson,11,2,0,0,0,0,0.0,0.0,0.0
635,El Khannouss,11,3,6,376,83,2179,381.6,634.1,191.0
694,Cartwright,11,3,0,0,0,0,0.0,0.0,0.0
708,Wilson-Brown,11,2,0,0,0,0,0.0,0.0,0.0
726,Coulibaly,11,2,0,-4,1,107,24.4,3.4,24.0
754,Van Nistelrooy,11,5,0,0,48,0,0.0,0.0,0.0
792,Monga,11,3,0,29,7,105,20.6,12.6,19.0
796,Olabade Aluko,11,2,0,3,1,1,2.0,0.2,0.0
797,Jake Evans,11,3,0,13,4,21,3.2,0.2,0.0
802,Braybrooke,11,3,0,0,0,0,0.0,0.0,0.0
310,A.Becker,12,1,9,451,112,2508,628.8,13.0,0.0
311,Alexander-Arnold,12,2,13,603,148,2362,723.8,833.7,268.0
312,Bajcetic,12,3,0,0,0,0,0.0,0.0,0.0
313,Bradley,12,2,3,160,41,744,156.2,110.5,162.0
315,Clark,12,3,0,0,0,0,0.0,0.0,0.0
316,Darwin,12,4,6,244,66,1113,263.8,151.6,404.0
317,Diogo J.,12,3,4,225,87,1182,300.6,169.5,537.0
318,Doak,12,3,0,0,0,0,0.0,0.0,0.0
319,Elliott,12,3,3,120,33,359,118.6,145.8,143.0
320,Endo,12,3,0,82,21,259,57.6,38.2,6.0
321,Gakpo,12,4,22,572,127,1921,597.0,517.7,686.0
322,Gomez,12,2,0,83,14,517,130.4,38.5,58.0
323,Gravenberch,12,3,1,568,92,3160,550.6,473.9,121.0
324,Jones,12,3,4,396,87,1702,397.2,343.7,400.0
325,Kelleher,12,1,1,156,45,900,224.2,0.0,0.0
326,Konaté,12,2,4,487,106,2561,578.0,161.4,133.0
327,Luis Díaz,12,3,21,634,183,2393,770.8,748.0,946.0
328,M.Salah,12,3,55,1133,344,3374,1577.0,1199.2,1985.0
329,Mac Allister,12,3,8,578,122,2597,653.4,731.3,357.0
330,McConnell,12,3,0,0,0,0,0.0,0.0,0.0
331,Morton,12,3,0,0,0,0,0.0,0.0,0.0
332,N.Phillips,12,2,0,0,0,0,0.0,0.0,0.0
333,Quansah,12,2,0,38,9,488,119.4,29.1,15.0
334,R.Williams,12,2,0,0,0,0,0.0,0.0,0.0
335,Robertson,12,2,4,397,91,2479,395.4,668.7,182.0
336,Szoboszlai,12,3,14,605,143,2485,589.8,794.8,601.0
337,Tsimikas,12,2,3,217,43,829,202.0,260.7,60.0
339,Virgil,12,2,8,631,143,3330,932.6,206.6,299.0
636,Chiesa,12,3,0,16,7,103,9.0,23.5,36.0
660,Jaros,12,1,0,6,1,11,8.8,0.0,0.0
669,Davies,12,1,0,0,0,0,0.0,0.0,0.0
688,Nyoni,12,3,0,0,0,0,0.0,0.0,0.0
692,Nallo,12,2,0,0,0,0,0.0,0.0,0.0
709,Danns,12,4,0,2,1,10,0.0,0.3,0.0
744,Slot,12,5,0,0,118,0,0.0,0.0,0.0
340,Akanji,13,2,1,307,61,2012,339.8,249.8,100.0
341,Aké,13,2,0,121,25,677,104.6,33.7,20.0
342,Bernardo,13,3,13,568,110,2667,603.0,800.4,532.0
343,Bobb,13,3,0,13,3,14,4.4,12.6,0.0
344,Carson,13,1,0,0,0,0,0.0,0.0,0.0
345,De Bruyne,13,3,12,462,114,1694,466.6,920.0,411.0
346,Doku,13,3,3,425,88,1506,453.8,515.9,528.0
347,Ederson M.,13,1,9,400,111,2320,567.0,43.0,0.0
348,Foden,13,3,10,454,105,1771,448.0,749.0,449.0
349,Grealish,13,3,4,187,38,710,157.2,321.4,234.0
350,Gvardiol,13,2,15,623,153,3278,847.0,501.7,497.0
351,Haaland,13,4,26,795,181,2736,946.0,359.4,1511.0
352,J.Alvarez,13,4,0,0,0,0,0.0,0.0,0.0
353,João Cancelo,13,2,0,0,0,0,0.0,0.0,0.0
354,Kovačić,13,3,13,542,109,2194,606.4,579.3,204.0
355,Lewis,13,2,1,285,66,1888,293.8,218.6,139.0
356,Matheus N.,13,3,6,373,81,1670,370.4,422.4,206.0
357,McAtee,13,3,0,102,31,340,113.0,64.6,136.0
358,Ortega Moreno,13,1,0,144,35,1099,292.6,0.0,0.0
360,Rodrigo,13,3,0,21,3,72,12.2,17.5,0.0
361,Rúben,13,2,7,410,90,2269,478.2,173.8,150.0
362,Stones,13,2,2,92,29,544,155.6,49.8,70.0
363,Walker,13,2,0,63,13,966,157.4,147.7,29.0
571,Savinho,13,3,15,442,106,1760,415.2,682.9,671.0
607,O’Reilly,13,3,4,118,31,525,133.4,76.2,112.0
625,Gündogan,13,3,5,460,97,2218,387.0,781.3,273.0
626,Kaboré,13,2,0,0,0,0,0.0,0.0,0.0
671,Wright,13,3,0,0,0,0,0.0,0.0,0.0
672,Simpson-Pusey,13,2,0,7,1,95,19.6,2.2,2.0
675,Wilson-Esbrand,13,2,0,0,0,0,0.0,0.0,0.0
698,Mubama,13,4,0,2,1,27,0.2,0.1,5.0
703,Alleyne,13,2,0,0,0,0,0.0,0.0,0.0
704,Brits,13,1,0,0,0,0,0.0,0.0,0.0
732,Khusanov,13,2,0,78,14,503,102.0,33.9,4.0
733,Vitor Reis,13,2,0,4,1,1,3.2,0.0,0.0
736,Guardiola,13,5,0,0,113,0,0.0,0.0,0.0
755,Marmoush,13,4,12,326,73,1174,318.0,246.7,410.0
765,N.Gonzalez,13,3,0,123,31,760,137.2,78.7,62.0
785,Echeverri,13,3,0,2,1,5,2.2,0.4,0.0
364,Amad,14,3,17,569,129,1898,634.0,687.2,615.0
365,Antony,14,3,0,37,8,135,35.0,50.7,74.0
366,B.Fernandes,14,3,28,810,174,3017,1017.8,1407.7,587.0
367,Bayindir,14,1,0,22,8,360,80.0,0.0,0.0
368,Casemiro,14,3,3,300,48,1489,433.2,348.2,265.0
369,Dalot,14,2,9,352,95,2812,493.2,434.2,258.0
370,Eriksen,14,3,0,228,45,1052,235.8,474.3,79.0
371,Evans,14,2,3,71,15,312,66.6,5.3,23.0
372,Garnacho,14,3,7,370,106,2188,454.0,532.2,904.0
373,Hannibal,14,3,0,0,0,0,0.0,0.0,0.0
374,Heaton,14,1,0,0,0,0,0.0,0.0,0.0
375,Højlund,14,4,8,246,78,1998,187.0,254.7,432.0
376,Lindelof,14,2,0,100,27,695,125.4,48.5,8.0
377,Maguire,14,2,3,217,48,1751,409.4,101.2,233.0
378,Mainoo,14,3,0,229,42,1646,196.6,250.8,137.0
379,Malacia,14,2,0,2,2,99,5.2,13.9,0.0
380,Martinez,14,2,5,293,68,1751,426.6,153.9,158.0
381,McTominay,14,3,0,4,2,17,3.2,0.3,5.0
382,Mount,14,3,0,74,25,613,104.0,140.0,218.0
383,Onana,14,1,8,443,120,3060,733.0,13.0,0.0
384,Pellistri,14,3,0,0,0,0,0.0,0.0,0.0
387,Shaw,14,2,0,38,5,346,48.2,68.2,11.0
389,Zirkzee,14,4,6,216,64,1385,222.6,212.0,351.0
572,Yoro,14,2,0,90,22,1160,207.4,55.8,54.0
593,De Ligt,14,2,3,312,68,2119,518.4,88.7,303.0
594,Mazraoui,14,2,5,410,88,2836,619.4,332.7,123.0
613,Collyer,14,3,0,40,6,174,40.4,29.9,8.0
648,Wheatley,14,4,0,0,0,0,0.0,0.0,0.0
652,Ugarte,14,3,1,318,49,1777,313.6,195.9,113.0
658,Heaven,14,2,2,47,10,169,43.4,12.9,10.0
667,Fletcher,14,3,0,0,0,0,0.0,0.0,0.0
670,Amass,14,2,0,1,4,345,40.0,26.5,15.0
673,Fitzgerald,14,3,0,0,0,0,0.0,0.0,0.0
691,Kukonki,14,2,0,0,0,0,0.0,0.0,0.0
745,Amorim,14,5,0,0,86,0,0.0,0.0,0.0
761,Harrison,14,1,0,0,0,0,0.0,0.0,0.0
766,Dorgu,14,2,1,108,18,840,106.4,175.3,112.0
776,Obi,14,4,0,21,7,160,8.2,5.1,46.0
777,Fredricson,14,2,0,16,2,166,37.4,4.9,2.0
778,Moorhouse,14,3,0,0,0,0,0.0,0.0,0.0
779,Koné,14,3,0,0,0,0,0.0,0.0,0.0
783,Graczyk,14,1,0,0,0,0,0.0,0.0,0.0
788,Dermot Mee,14,1,0,0,0,0,0.0,0.0,0.0
390,A.Murphy,15,2,0,0,0,0,0.0,0.0,0.0
391,Almirón,15,3,0,36,10,150,15.2,40.9,57.0
392,Barnes,15,3,13,442,130,1746,522.2,407.1,701.0
393,Botman,15,2,0,95,18,412,110.4,28.4,96.0
394,Bruno G.,15,3,10,661,135,3273,723.0,796.0,454.0
395,Burn,15,2,9,476,115,3330,736.6,123.6,297.0
396,Dúbravka,15,1,2,160,44,900,220.2,0.0,0.0
398,Gordon,15,3,9,476,124,2428,537.0,777.3,655.0
399,Hall,15,2,11,443,102,2188,561.6,561.2,128.0
400,Hayden,15,3,0,0,0,0,0.0,0.0,0.0
401,Isak,15,4,36,848,211,2758,1043.0,573.1,1320.0
402,J.Murphy,15,3,11,601,159,2356,713.4,625.2,519.0
403,Joelinton,15,3,11,374,99,2394,469.8,389.3,465.0
404,Kelly,15,2,0,40,12,299,80.6,29.0,20.0
405,Krafth,15,2,0,55,17,334,59.2,19.7,13.0
406,Kuol,15,3,0,0,0,0,0.0,0.0,0.0
407,Lascelles,15,2,0,0,0,0,0.0,0.0,0.0
408,Lewis,15,2,0,0,0,0,0.0,0.0,0.0
409,Livramento,15,2,6,476,105,2835,567.4,406.2,127.0
410,Longstaff,15,3,0,131,34,783,117.2,78.4,76.0
411,Miley,15,3,1,88,21,304,87.4,33.5,45.0
412,Odysseas,15,1,0,0,0,0,0.0,0.0,0.0
413,Pope,15,1,2,384,102,2520,666.0,10.0,0.0
414,Ruddy,15,1,0,0,0,0,0.0,0.0,0.0
415,Schär,15,2,4,440,118,2935,743.2,111.5,346.0
416,Targett,15,2,0,7,2,20,5.0,5.6,0.0
417,Tonali,15,3,10,536,106,2625,539.4,496.3,299.0
418,Trippier,15,2,8,287,72,1299,319.4,406.8,33.0
419,White,15,3,0,0,0,0,0.0,0.0,0.0
420,Willock,15,3,0,139,46,1065,172.8,273.8,197.0
421,Wilson,15,4,0,42,19,355,13.0,42.2,71.0
574,Pivas,15,2,0,0,0,0,0.0,0.0,0.0
590,Osula,15,4,1,59,19,124,42.4,25.1,37.0
746,Howe,15,5,0,0,97,0,0.0,0.0,0.0
789,Neave,15,4,0,0,0,0,0.0,0.0,0.0
26,Alex Moreno,16,2,1,126,34,952,200.8,134.5,29.0
422,Aina,16,2,15,483,128,2996,578.2,282.3,80.0
423,Anderson,16,3,8,526,107,2726,638.8,605.2,308.0
424,Awoniyi,16,4,0,89,32,398,67.0,40.9,118.0
425,Boly,16,2,0,26,6,146,51.0,0.4,17.0
426,Bowler,16,3,0,0,0,0,0.0,0.0,0.0
427,C.Miguel,16,1,0,0,0,0,0.0,0.0,0.0
428,Da Silva Moreira,16,3,0,9,2,28,5.2,0.3,0.0
429,Danilo,16,3,0,43,11,270,34.6,5.0,0.0
430,Dennis,16,4,0,0,0,0,0.0,0.0,0.0
431,Dominguez,16,3,0,292,54,1954,410.2,247.2,237.0
432,Elanga,16,3,15,535,153,2496,627.0,785.4,582.0
433,Gibbs-White,16,3,18,594,154,2806,680.4,793.7,632.0
434,Hudson-Odoi,16,3,7,454,103,2190,445.6,663.9,405.0
435,Mighten,16,3,0,0,0,0,0.0,0.0,0.0
436,Murillo,16,2,18,541,130,3188,927.2,211.2,201.0
437,N.Williams,16,2,8,435,109,2588,628.4,305.3,244.0
438,O.Richards,16,2,0,0,0,0,0.0,0.0,0.0
439,O'Brien,16,3,0,0,0,0,0.0,0.0,0.0
440,Omobamidele,16,2,0,0,0,0,0.0,0.0,0.0
441,Panzo,16,2,0,0,0,0,0.0,0.0,0.0
442,Sangaré,16,3,0,107,20,584,130.6,80.3,21.0
443,Sels,16,1,11,521,150,3420,942.2,20.2,0.0
444,Toffolo,16,2,0,18,4,135,40.2,4.1,6.0
446,Ui-jo,16,4,0,0,0,0,0.0,0.0,0.0
447,Wood,16,4,41,744,200,2958,838.4,320.0,900.0
448,Worrall,16,2,0,0,0,0,0.0,0.0,0.0
449,Yates,16,3,3,306,67,1901,344.4,241.1,265.0
573,Milenković,16,2,2,499,145,3330,805.2,107.9,361.0
596,Jota Silva,16,3,0,212,52,835,221.8,182.9,239.0
620,Sosa,16,3,0,101,25,280,87.4,103.0,104.0
653,Morato,16,2,2,125,36,891,205.2,10.8,22.0
706,Abbott,16,2,0,0,0,0,0.0,0.0,0.0
721,Hennessey,16,1,0,0,0,0,0.0,0.0,0.0
747,Nuno,16,5,0,0,78,0,0.0,0.0,0.0
14,Ramsdale,17,1,11,315,97,2700,980.6,0.1,0.0
27,Archer,17,4,4,145,57,1421,125.2,102.5,376.0
188,Ugochukwu,17,3,3,209,47,1652,265.0,211.9,84.0
397,Fraser,17,3,0,31,7,303,35.8,26.8,13.0
451,Amo-Ameyaw,17,3,0,1,1,26,4.0,16.1,6.0
452,Aribo,17,3,7,394,72,2007,386.2,293.0,242.0
453,Armstrong,17,4,2,145,45,1246,154.4,143.7,262.0
454,Bazunu,17,1,0,0,0,0,0.0,0.0,0.0
455,Bednarek,17,2,3,283,60,2531,770.6,78.3,71.0
456,Bella-Kotchap,17,2,0,7,2,329,64.6,2.3,4.0
457,Bree,17,2,0,95,23,1070,187.4,159.4,43.0
458,Charles,17,3,0,0,0,0,0.0,0.0,0.0
459,Edozie,17,3,0,6,1,64,9.8,19.0,22.0
460,Edwards,17,2,0,-1,1,12,5.0,0.1,0.0
461,Harwood-Bellis,17,2,2,268,55,2824,727.0,218.3,252.0
462,Kamaldeen,17,3,2,163,53,1394,187.2,182.4,290.0
463,Lallana,17,3,1,74,17,352,81.2,82.4,21.0
464,Larios,17,2,0,0,0,0,0.0,0.0,0.0
465,Lis,17,1,0,0,0,0,0.0,0.0,0.0
466,Lumley,17,1,0,22,8,270,102.2,0.0,0.0
467,Manning,17,2,0,162,34,1458,307.4,498.3,71.0
468,Mara,17,4,0,0,0,0,0.0,0.0,0.0
469,McCarthy,17,1,0,32,12,450,166.4,0.0,0.0
470,Onuachu,17,4,4,151,51,1038,219.8,127.3,479.0
471,Smallbone,17,3,0,119,26,679,112.6,163.3,64.0
472,Stephens,17,2,2,112,31,1389,291.8,71.6,51.0
473,Stewart,17,4,3,59,20,382,54.4,15.4,96.0
474,Sugawara,17,2,0,116,43,1548,315.4,291.3,137.0
475,Taylor,17,2,0,26,6,353,102.0,27.8,4.0
476,Walker-Peters,17,2,3,240,54,2918,503.8,406.8,237.0
477,Wood,17,2,2,54,14,771,137.8,20.3,16.0
515,Cornet,17,3,0,12,1,71,11.6,3.5,7.0
518,Downes,17,3,0,312,48,2149,297.6,292.2,118.0
584,Brereton Díaz,17,3,0,43,13,446,21.8,63.6,81.0
608,Dibling,17,3,4,247,68,1863,261.0,344.5,264.0
623,M.Fernandes,17,3,8,513,95,2911,553.4,649.5,372.0
693,O'Brien-Whitmarsh,17,3,0,0,0,0,0.0,0.0,0.0
718,Welington,17,2,0,53,14,478,120.2,58.4,11.0
719,Kayi Sanda,17,2,0,3,2,12,3.2,0.3,2.0
734,Grønbæk,17,3,0,13,6,141,15.8,11.4,9.0
748,Rusk,17,5,0,0,38,0,0.0,0.0,0.0
798,Jay Robinson,17,4,0,19,5,134,21.8,34.4,29.0
804,Moore,17,2,0,0,0,0,0.0,0.0,0.0
82,Solanke,18,4,7,404,108,2199,505.8,199.8,729.0
478,A.Phillips,18,2,0,0,0,0,0.0,0.0,0.0
479,Austin,18,1,0,7,1,90,20.0,0.0,0.0
480,Bentancur,18,3,1,293,49,1640,324.6,208.5,165.0
481,Bergvall,18,3,0,216,44,1200,237.2,218.7,97.0
482,Bissouma,18,3,4,258,50,1396,283.8,133.8,59.0
483,Bryan,18,3,0,0,0,0,0.0,0.0,0.0
484,Davies,18,2,0,154,28,1329,343.6,42.1,49.0
485,Devine,18,3,0,0,0,0,0.0,0.0,0.0
486,Dragusin,18,2,0,96,24,1250,256.4,58.1,47.0
487,E.Royal,18,2,0,0,0,0,0.0,0.0,0.0
488,Forster,18,1,0,64,19,630,221.0,0.0,0.0
489,Gray,18,3,0,253,45,1750,254.6,71.4,15.0
490,Højbjerg,18,3,0,0,0,0,0.0,0.0,0.0
491,Johnson,18,3,13,461,137,2171,559.6,295.0,761.0
492,Kulusevski,18,3,9,426,117,2386,613.6,843.8,733.0
493,Lo Celso,18,3,0,0,0,0,0.0,0.0,0.0
494,Maddison,18,3,15,592,133,1799,683.4,702.3,495.0
495,Pedro Porro,18,2,6,456,98,2606,778.4,932.9,200.0
496,Reguilón,18,2,0,20,2,194,33.4,25.2,13.0
497,Richarlison,18,4,0,138,35,497,180.8,57.1,243.0
498,Romero,18,2,3,245,49,1416,343.2,113.1,232.0
499,P.M.Sarr,18,3,4,365,71,1901,398.4,257.2,220.0
500,Scarlett,18,4,0,20,6,31,24.4,11.0,17.0
502,Solomon,18,3,0,0,0,0,0.0,0.0,0.0
503,Son,18,3,12,543,129,2106,629.6,734.9,707.0
504,Spence,18,2,6,216,51,1790,433.0,226.6,100.0
505,Udogie,18,2,0,233,43,1923,354.8,256.5,132.0
506,Van de Ven,18,2,2,139,32,1014,212.0,39.4,57.0
507,Veliz,18,4,0,0,0,0,0.0,0.0,0.0
508,Vicario,18,1,2,293,66,2160,587.8,0.0,0.0
509,Werner,18,3,2,120,34,504,114.6,148.0,113.0
510,Whiteman,18,1,0,0,0,0,0.0,0.0,0.0
609,Lankshear,18,4,0,7,3,10,0.0,0.0,0.0
610,Moore,18,3,0,51,19,359,33.2,45.2,34.0
612,Odobert,18,3,3,92,34,843,101.2,108.6,156.0
683,Olusesi,18,3,0,0,0,0,0.0,0.0,0.0
684,Hardy,18,2,0,0,0,0,0.0,0.0,0.0
689,Williams-Barnett,18,3,0,0,0,0,0.0,0.0,0.0
699,Dorrington,18,2,0,4,1,13,1.0,0.2,0.0
700,King,18,2,0,0,0,0,0.0,0.0,0.0
716,Kinsky,18,1,0,86,17,540,208.2,10.1,0.0
717,Yang,18,3,0,0,0,0,0.0,0.0,0.0
729,Ajayi,18,3,0,0,0,0,0.0,0.0,0.0
749,Postecoglou,18,5,0,0,58,0,0.0,0.0,0.0
760,Cassanova,18,2,0,0,0,0,0.0,0.0,0.0
767,Danso,18,2,0,104,16,842,242.0,34.4,72.0
768,Tel,18,3,2,151,42,908,183.8,208.3,236.0
123,Ferguson,19,4,2,97,28,385,80.0,68.5,104.0
388,Wan-Bissaka,19,2,15,496,118,3154,807.4,531.5,188.0
511,Álvarez,19,3,0,221,40,1769,281.8,213.9,51.0
512,Antonio,19,4,3,111,42,834,72.0,139.5,194.0
513,Areola,19,1,1,261,69,2259,619.8,0.0,0.0
514,Bowen,19,3,21,678,193,2974,903.0,737.8,1081.0
516,Coufal,19,2,1,89,27,1056,204.0,142.0,70.0
517,Cresswell,19,2,3,159,36,818,148.4,152.3,14.0
519,Earthy,19,3,0,0,0,0,0.0,0.0,0.0
520,Emerson,19,2,4,219,76,2108,420.4,310.9,173.0
521,Fabianski,19,1,2,143,39,1160,387.8,0.3,0.0
522,Foderingham,19,1,0,0,0,0,0.0,0.0,0.0
523,Ings,19,4,4,110,32,270,97.0,76.5,159.0
524,Kilman,19,2,5,395,82,3348,832.6,203.3,149.0
525,Kudus,19,3,5,373,106,2589,471.6,552.5,752.0
526,L.Guilherme,19,3,0,47,12,139,27.6,49.1,32.0
527,L.Paquetá,19,3,5,375,80,2374,433.2,627.7,267.0
528,Mavropanos,19,2,4,234,45,2035,497.0,74.9,160.0
529,N.Aguerd,19,2,0,0,0,0,0.0,0.0,0.0
530,Souček,19,3,15,442,126,2563,672.6,231.8,643.0
531,Ward-Prowse,19,3,2,293,51,1433,282.4,378.3,138.0
532,Zouma,19,2,0,0,0,0,0.0,0.0,0.0
576,Irving,19,3,0,38,9,161,37.6,26.5,17.0
587,Summerville,19,3,2,129,33,776,156.4,246.1,186.0
588,G.Rodríguez,19,3,0,193,36,1147,205.4,79.7,29.0
589,Füllkrug,19,4,3,152,42,783,187.2,173.3,221.0
591,Todibo,19,2,1,233,54,1824,373.0,37.1,35.0
643,Casey,19,2,0,3,1,1,2.0,0.0,0.0
654,C.Soler,19,3,2,216,47,1394,189.0,295.8,186.0
677,Scarles,19,2,2,98,29,659,106.4,54.3,24.0
686,Mayers,19,2,0,0,0,0,0.0,0.0,0.0
701,Orford,19,3,0,13,2,47,6.4,27.6,6.0
750,Potter,19,5,0,0,84,0,0.0,0.0,0.0
204,Johnstone,20,1,0,42,12,630,193.8,10.0,0.0
533,Aït-Nouri,20,2,13,447,125,3112,778.4,694.3,435.0
534,B.Traore,20,3,0,3,1,1,4.0,0.0,0.0
535,Bellegarde,20,3,5,332,90,1666,355.6,422.8,200.0
536,Bentley,20,1,1,29,9,180,60.0,0.0,0.0
537,Chiquinho,20,3,0,4,1,6,3.0,14.3,2.0
538,Chirewa,20,3,0,0,0,0,0.0,0.0,0.0
539,Chiwome,20,4,0,0,0,0,0.0,0.0,0.0
540,Cundle,20,3,0,0,0,0,0.0,0.0,0.0
541,Cunha,20,4,41,838,178,2596,936.2,847.8,940.0
542,Dawson,20,2,1,57,17,969,204.2,31.3,55.0
543,Doherty,20,2,4,307,75,2105,502.2,179.9,135.0
544,Doyle,20,3,0,128,28,474,114.6,101.7,34.0
545,Fábio Silva,20,4,0,0,0,0,0.0,0.0,0.0
546,Fraser,20,4,0,0,0,0,0.0,0.0,0.0
547,Gonzalez,20,3,0,0,0,0,0.0,0.0,0.0
548,Guedes,20,3,2,187,62,979,215.8,213.9,217.0
549,H.Bueno,20,2,0,0,0,0,0.0,0.0,0.0
550,Hee Chan,20,3,0,130,37,646,111.6,72.7,84.0
551,Hodge,20,3,0,0,0,0,0.0,0.0,0.0
552,Hoever,20,2,0,0,0,0,0.0,0.0,0.0
553,J.Gomes,20,3,7,489,87,2975,513.4,428.9,231.0
554,José Sá,20,1,4,305,93,2610,603.4,30.0,0.0
555,Kalajdžić,20,4,0,0,0,0,0.0,0.0,0.0
556,King,20,1,0,3,1,1,0.0,0.0,0.0
557,Mario Jr.,20,3,5,252,47,1363,356.8,166.7,120.0
558,Mosquera,20,2,0,24,3,441,110.2,27.3,21.0
559,N.Semedo,20,2,0,302,84,2889,504.6,404.9,149.0
561,Pedro Lima,20,2,0,9,2,69,23.4,34.8,11.0
562,Podence,20,3,0,9,2,46,3.0,1.1,1.0
563,R.Gomes,20,3,0,183,42,794,186.6,180.2,113.0
564,S.Bueno,20,2,2,174,52,1678,345.4,15.8,80.0
565,Sarabia,20,3,3,175,50,800,217.6,245.9,177.0
566,Strand Larsen,20,4,17,570,145,2587,646.8,303.4,848.0
567,Toti,20,2,8,370,79,2613,617.2,144.2,102.0
637,Meupiyou,20,2,0,0,0,0,0.0,0.0,0.0
642,André,20,3,1,436,61,2472,383.2,285.5,30.0
655,Forbs,20,3,0,35,9,236,25.8,24.2,35.0
664,Pond,20,2,0,3,1,1,0.0,0.0,0.0
682,Edozie,20,3,0,0,0,0,0.0,0.0,0.0
711,Okoduwa,20,2,0,0,0,0,0.0,0.0,0.0
720,Agbadou,20,2,1,223,45,1410,395.2,57.3,67.0
751,Pereira,20,5,0,0,111,0,0.0,0.0,0.0
769,Djiga,20,2,0,11,4,65,5.6,2.1,0.0
770,Munetsi,20,3,4,134,50,1077,176.8,132.9,212.0
784,Mané,20,4,0,3,1,1,0.0,0.3,0.0
