id,web_name,team,element_type,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,goals_scored,assists,minutes,now_cost
539,Chiwome,20,4,0.00,0.00,0.00,0.00,0,0,0,44
540,Cundle,20,3,0.00,0.00,0.00,0.00,0,0,0,45
541,Cunha,20,4,8.73,5.29,14.02,44.53,15,7,2596,70
542,Dawson,20,2,0.50,0.07,0.57,18.56,0,1,969,42
543,Doherty,20,2,1.12,1.24,2.36,32.68,2,1,2105,43
544,Doyle,20,3,0.55,0.35,0.90,10.16,0,1,474,47
545,Fábio Silva,20,4,0.00,0.00,0.00,0.00,0,0,0,50
546,Fraser,20,4,0.00,0.00,0.00,0.00,0,0,0,45
547,Gonzalez,20,3,0.00,0.00,0.00,0.00,0,0,0,44
548,Guedes,20,3,3.28,0.92,4.20,18.83,2,4,979,53
549,H.Bueno,20,2,0.00,0.00,0.00,0.00,0,0,0,45
550,Hee Chan,20,3,0.79,0.35,1.14,12.57,2,1,646,61
551,Hodge,20,3,0.00,0.00,0.00,0.00,0,0,0,45
552,Hoever,20,2,0.00,0.00,0.00,0.00,0,0,0,40
553,J.Gomes,20,3,2.94,2.61,5.55,49.50,3,1,2975,49
554,José Sá,20,1,0.00,0.01,0.01,42.22,0,0,2610,44
555,Kalajdžić,20,4,0.00,0.00,0.00,0.00,0,0,0,48
556,King,20,1,0.00,0.00,0.00,0.14,0,0,1,39
557,Mario Jr.,20,3,1.30,0.87,2.17,27.26,1,3,1363,48
558,Mosquera,20,2,0.33,0.03,0.36,5.63,0,0,441,38
559,N.Semedo,20,2,1.05,1.71,2.76,47.76,0,4,2889,45
561,Pedro Lima,20,2,0.06,0.10,0.16,0.77,0,0,69,39
562,Podence,20,3,0.04,0.01,0.05,0.70,0,0,46,55
563,R.Gomes,20,3,0.72,0.87,1.59,16.09,2,0,794,51
564,S.Bueno,20,2,0.45,0.10,0.55,29.40,0,0,1678,43
565,Sarabia,20,3,2.88,1.90,4.78,15.78,3,2,800,50
566,Strand Larsen,20,4,10.14,1.00,11.14,43.94,14,4,2587,52
567,Toti,20,2,0.73,0.60,1.33,41.65,0,1,2613,43
637,Meupiyou,20,2,0.00,0.00,0.00,0.00,0,0,0,39
642,André,20,3,0.41,0.52,0.93,40.79,0,0,2472,50
655,Forbs,20,3,0.15,0.10,0.25,8.09,0,0,236,54
664,Pond,20,2,0.00,0.00,0.00,0.00,0,0,1,39
682,Edozie,20,3,0.00,0.00,0.00,0.00,0,0,0,45
711,Okoduwa,20,2,0.00,0.00,0.00,0.00,0,0,0,40
720,Agbadou,20,2,0.90,0.32,1.22,23.12,1,0,1410,40
751,Pereira,20,5,0.00,0.00,0.00,0.00,0,0,0,8
769,Djiga,20,2,0.00,0.01,0.01,1.23,0,0,65,45
770,Munetsi,20,3,3.32,1.08,4.39,14.59,2,2,1077,50
784,Mané,20,4,0.00,0.00,0.00,0.00,0,0,1,45
