id,web_name,team,element_type,status,chance_of_playing_next_round,chance_of_playing_this_round,news,news_added
1,Fábio Vieira,1,3,u,0.0,0.0,Has joined Portuguese side FC Porto on loan for the 2024/25 season,2024-08-29T11:06:25.241953Z
2,G.Jesus,1,4,i,0.0,0.0,Knee injury - Expected back 01 Jun,2025-01-12T22:00:07.802845Z
3,Gabriel,1,2,i,0.0,0.0,Hamstring injury - Expected back 01 Jun,2025-04-01T22:00:07.982867Z
4,Havertz,1,4,a,100.0,100.0,,2025-02-12T09:00:08.755570Z
5,Hein,1,1,u,0.0,0.0,Loaned to Real Valladolid,2024-08-14T08:31:46.556082Z
6,J.Timber,1,2,i,0.0,0.0,Ankle injury - Expected back 01 Jun,2025-05-16T14:00:08.018204Z
7,Jorginho,1,3,a,100.0,100.0,,2025-04-12T20:00:08.048837Z
8,Kiwior,1,2,a,,,,
9,Martinelli,1,3,a,100.0,100.0,,2025-02-06T00:00:08.092348Z
12,Nwaneri,1,3,a,100.0,100.0,,2025-01-04T22:00:06.872110Z
13,Ødegaard,1,3,a,100.0,100.0,,2024-09-10T00:30:06.311550Z
15,Raya,1,1,a,100.0,100.0,,2025-01-30T11:00:08.979724Z
16,Rice,1,3,a,100.0,100.0,,2025-05-11T23:00:08.642302Z
17,Saka,1,3,a,100.0,100.0,,2025-04-09T09:00:07.942776Z
18,Saliba,1,2,i,0.0,0.0,Hamstring injury - Expected back 01 Jun,2025-05-18T20:30:07.323616Z
20,Thomas,1,3,a,100.0,100.0,,2025-04-12T20:00:08.101021Z
21,Tierney,1,2,a,100.0,100.0,,2024-08-12T14:30:04.394338Z
22,Tomiyasu,1,2,i,0.0,0.0,Knee injury - Expected back 01 Jun,2024-10-18T16:00:06.930143Z
23,Trossard,1,3,a,100.0,100.0,,2025-05-11T23:00:08.708617Z
24,White,1,2,a,100.0,100.0,,2025-04-12T20:00:08.123863Z
25,Zinchenko,1,2,a,100.0,100.0,,2024-12-09T09:30:06.099861Z
73,Neto,1,1,a,100.0,100.0,,2025-04-25T00:00:07.994709Z
186,Sterling,1,3,a,100.0,100.0,,2025-03-08T20:00:09.918533Z
578,Calafiori,1,2,a,100.0,100.0,,2025-03-24T14:30:09.477149Z
597,Lewis-Skelly,1,3,a,100.0,100.0,,2025-02-22T21:00:10.286547Z
633,Merino,1,3,a,100.0,100.0,,2025-05-11T23:00:09.594730Z
638,Oulad M'hand,1,3,a,,,,
639,Setford,1,1,a,,,,
657,Kacurri,1,2,u,0.0,0.0,Loaned to Bromley,2025-02-04T10:52:26.271821Z
659,Kabia,1,3,a,,,,
662,Nichols,1,2,a,,,,
665,Butler-Oyedeji,1,4,a,,,,
735,Arteta,1,5,a,,,,
756,Porter,1,1,a,,,,
790,Gower,1,3,a,,,,
793,Jack Henry-Francis,1,3,a,,,,
801,Clarke,1,2,a,,,,
28,Bailey,2,3,a,100.0,100.0,,2025-04-01T15:00:07.914260Z
29,Barkley,2,3,a,100.0,100.0,,2025-01-11T01:30:08.379812Z
30,Barrenechea,2,3,u,0.0,0.0,Loaned to Valencia CF,2024-08-31T06:33:47.934620Z
31,Buendia,2,3,u,0.0,0.0,Loaned to Bayer Leverkusen,2025-02-03T10:22:17.157838Z
32,Cash,2,2,a,100.0,100.0,,2025-01-31T15:00:08.473024Z
33,Dendoncker,2,3,u,0.0,0.0,On loan to Anderlecht for the rest of the season,2024-09-02T10:45:36.198316Z
34,Diaby,2,3,u,0.0,0.0,Permanent transfer to Al Ittihad,2024-07-26T08:50:40.300928Z
35,Diego Carlos,2,2,u,0.0,0.0,loaned to Fenerbahçe,2025-01-03T19:30:08.711012Z
36,Digne,2,2,a,,,,
37,Dobbin,2,3,u,0.0,0.0,Permanent transfer to West Bromwich Albion,2024-08-07T08:21:33.016106Z
38,Duran,2,4,u,0.0,0.0,Loaned to Al-Nassr,2025-02-03T10:25:17.104554Z
39,Gauci,2,1,u,0.0,0.0,Loaned to Barnsley,2025-02-03T10:19:41.424678Z
40,Hause,2,2,a,,,,
41,Iling Jr,2,3,u,0.0,0.0,Season long loan to Bologna,2024-08-29T11:07:04.555253Z
42,Kamara,2,3,a,100.0,100.0,,2025-02-18T22:00:09.222622Z
43,Kesler-Hayden,2,2,u,0.0,0.0,Has joined Preston North End for the rest of the season,2024-08-09T11:14:21.895838Z
44,Konsa,2,2,a,100.0,100.0,,2025-02-10T10:00:08.895290Z
45,Maatsen,2,2,a,100.0,100.0,,2024-11-14T10:00:07.838636Z
46,Marschall,2,1,u,0.0,0.0,Has joined MK Dons for the rest of the season,2024-07-18T09:50:40.812599Z
47,Martinez,2,1,s,0.0,100.0,Suspended until 23 Aug,2025-05-25T18:00:07.245002Z
48,McGinn,2,3,a,100.0,100.0,,2025-01-04T19:30:07.992156Z
49,Mings,2,2,a,100.0,100.0,,2025-03-01T08:00:09.097035Z
50,Nedeljkovic,2,2,u,0.0,0.0,Loaned to RB Leipzig,2025-02-03T18:30:15.024412Z
51,Olsen,2,1,a,100.0,100.0,,2024-10-18T16:30:05.894923Z
52,Pau,2,2,a,100.0,100.0,,2024-12-30T23:30:08.107053Z
53,Ramsey,2,3,a,100.0,100.0,,2025-05-11T00:30:07.633320Z
54,Rogers,2,3,a,100.0,100.0,,2025-02-22T21:30:09.096177Z
55,Sinisalo,2,1,u,0.0,0.0,Permanent transfer to Celtic,2024-07-18T09:43:21.242291Z
56,Sousa,2,2,u,0.0,0.0,Loaned to  Bristol Rovers,2024-08-16T11:50:34.812830Z
57,Tielemans,2,3,a,100.0,75.0,,2025-05-08T16:30:07.959472Z
58,Watkins,2,4,a,100.0,100.0,,2025-03-19T15:30:06.831986Z
167,Disasi,2,2,a,100.0,100.0,,2025-02-15T16:00:09.052094Z
233,Onana,2,3,a,100.0,100.0,,2025-02-14T15:00:07.725990Z
385,Rashford,2,3,a,100.0,0.0,,2025-04-27T12:00:08.307285Z
598,Bogarde,2,2,a,,,,
640,Swinkels,2,2,u,0.0,0.0,Loaned to Bristol Rovers,2025-02-04T10:52:01.247463Z
641,Zych,2,1,a,,,,
656,Young,2,3,u,0.0,0.0,Loaned to Royal Antwerp,2025-02-28T11:05:51.443216Z
679,Broggio,2,3,a,,,,
710,Jimoh,2,3,a,,,,
725,Malen,2,3,a,,,,
731,A. Garcia,2,2,a,,,,
737,Emery,2,5,a,,,,
762,M.Asensio,2,3,a,,,,
59,Aarons,3,2,u,0.0,0.0,Season-long loan to Valencia,2025-01-17T08:27:29.985824Z
60,Adams,3,3,a,100.0,100.0,,2024-12-30T23:30:08.175231Z
61,Anthony,3,3,u,0.0,0.0,Season long loan to Burnley,2024-08-30T09:46:29.420148Z
62,Brooks,3,3,a,100.0,100.0,,2024-08-12T14:30:04.440536Z
63,Christie,3,3,i,0.0,0.0,Groin Injury - Expected back 01 Jun,2025-04-04T12:00:08.386754Z
64,Cook,3,3,s,0.0,0.0,Suspended until 30 Aug,2025-05-21T00:00:07.899357Z
65,Enes Ünal,3,4,i,0.0,0.0,Knee injury - Expected back 01 Jun,2025-01-09T16:30:08.243030Z
66,Faivre,3,3,u,0.0,0.0,Loaned to Brest,2024-08-20T12:15:06.505689Z
67,H.Traorè,3,3,u,0.0,0.0,Season long loan to A.J.Auxerre,2024-08-29T11:07:43.785266Z
68,Hill,3,2,a,100.0,75.0,,2025-05-23T14:00:08.258569Z
69,Jebbison,3,4,a,100.0,100.0,,2024-08-31T06:32:40.630710Z
70,Kerkez,3,2,a,100.0,100.0,,2024-11-21T08:30:08.632085Z
71,Kluivert,3,3,a,100.0,100.0,,2025-04-01T14:00:07.917236Z
72,Mepham,3,2,u,0.0,0.0,On loan to Sunderland for the season,2024-09-01T09:10:00.945219Z
74,O.Dango,3,3,i,0.0,0.0,Groin Injury - Expected back 01 Jun,2025-05-08T16:30:08.039133Z
75,Paulsen,3,1,u,0.0,0.0,Loaned to Auckland FC,2024-08-10T12:14:13.050842Z
76,Philip,3,3,u,0.0,0.0,Season-long loan to Napoli,2025-01-17T08:00:05.376061Z
77,Scott,3,3,a,100.0,75.0,,2025-05-11T00:30:07.728795Z
78,Semenyo,3,3,a,100.0,100.0,,2024-11-13T14:00:07.717891Z
79,Senesi,3,2,a,100.0,100.0,,2024-12-06T10:30:07.568268Z
80,Sinisterra,3,3,i,0.0,0.0,Hamstring injury - Expected back 01 Jun,2025-03-15T22:00:08.354423Z
81,Smith,3,2,a,100.0,100.0,,2024-12-25T22:30:07.943044Z
83,Tavernier,3,3,a,100.0,100.0,,2025-03-30T21:00:08.443842Z
84,Travers,3,1,u,0.0,0.0,Loaned to Middlesbrough,2025-02-03T10:20:13.419620Z
85,Zabarnyi,3,2,a,100.0,100.0,,2025-02-22T21:00:09.748448Z
152,Arrizabalaga,3,1,a,100.0,100.0,,2025-01-04T19:30:08.158014Z
580,Huijsen,3,2,a,,,,
592,J.Araujo,3,2,a,100.0,100.0,,2025-03-07T16:30:09.194335Z
599,Dennis,3,1,a,,,,
617,Evanilson,3,4,a,100.0,100.0,,2025-04-27T22:30:08.577290Z
680,Kinsey,3,2,a,,,,
687,Winterburn,3,3,a,,,,
702,Harris,3,2,a,,,,
707,Rees-Dottin,3,4,a,,,,
712,Akinmboni,3,2,a,,,,
713,Soler,3,2,a,100.0,100.0,,2025-01-17T12:00:08.626455Z
722,Adu-Adjei,3,4,a,,,,
723,Sadi,3,3,a,,,,
727,McKenna,3,1,a,,,,
728,Silcott-Duberry,3,3,a,,,,
738,Iraola,3,5,a,,,,
86,Ajer,4,2,a,100.0,100.0,,2025-05-11T22:30:08.310592Z
87,Brierley,4,3,a,100.0,100.0,,2024-09-10T11:15:13.439596Z
88,Collins,4,2,a,,,,
89,Damsgaard,4,3,a,100.0,100.0,,2024-10-12T11:00:07.165630Z
90,Dasilva,4,3,i,0.0,0.0,Knee injury - Expected back 01 Jun,2024-08-12T14:30:04.460316Z
91,Flekken,4,1,a,100.0,100.0,,2025-02-03T02:00:08.276126Z
92,Henry,4,2,a,100.0,100.0,,2025-01-27T01:00:08.496464Z
93,Hickey,4,2,a,100.0,100.0,,2024-08-12T14:30:04.480785Z
94,Janelt,4,3,i,0.0,0.0,Heel Injury - Expected back 01 Jun,2025-05-01T00:30:07.901216Z
95,Jensen,4,3,a,100.0,100.0,,2025-04-01T14:00:08.042702Z
96,Ji-soo,4,2,a,,,,
97,Konak,4,3,a,100.0,100.0,,2025-04-19T21:00:07.399390Z
98,Lewis-Potter,4,3,a,,,,
99,Mbeumo,4,3,a,100.0,100.0,,2024-11-13T15:00:08.005055Z
100,Mee,4,2,a,100.0,0.0,,2025-05-24T20:00:08.168309Z
101,Nørgaard,4,3,a,100.0,100.0,,2025-02-22T02:00:07.221007Z
102,Onyeka,4,3,u,0.0,0.0,Loaned to FC Augsburg,2024-08-31T06:32:02.183747Z
103,Peart-Harris,4,3,u,0.0,0.0,Loaned to Swansea City,2024-08-31T06:31:19.312069Z
104,Pinnock,4,2,a,100.0,100.0,,2024-12-19T00:30:06.525832Z
105,Roerslev,4,2,u,0.0,0.0,Loaned to VfL Wolfsburg,2025-01-30T11:40:19.558849Z
106,Schade,4,3,a,100.0,100.0,,2025-01-27T01:00:08.556857Z
107,Thiago,4,4,a,100.0,100.0,,2025-04-11T00:30:06.405105Z
108,Toney,4,4,u,0.0,0.0,Transferred to Al-Ahli,2024-08-31T06:41:10.704245Z
109,Valdimarsson,4,1,a,,,,
110,Wissa,4,4,a,100.0,100.0,,2024-11-13T14:30:07.614563Z
111,Yarmoliuk,4,3,a,,,,
112,Zanka,4,2,u,0.0,0.0,Joined Anderlecht,2024-08-16T11:51:35.999618Z
314,Carvalho,4,3,i,0.0,0.0,Shoulder injury - Expected back 01 Jun,2025-03-08T21:00:09.439679Z
338,Van den Berg,4,2,a,100.0,100.0,,2025-02-15T18:30:08.884546Z
602,Trevitt,4,3,u,0.0,0.0,Loaned to Exeter City,2025-02-03T18:30:41.509945Z
634,G.Nunes,4,3,a,100.0,100.0,,2025-04-01T21:30:08.523570Z
649,Meghoma,4,2,u,0.0,0.0,Loaned to Preston North End,2025-01-17T12:25:36.920912Z
661,Yogane,4,3,u,0.0,0.0,Loaned to Exeter City,2025-01-24T10:48:13.441165Z
674,Maghoma,4,3,a,,,,
705,Arthur,4,2,a,,,,
752,Frank,4,5,a,,,,
757,Kayode,4,2,a,100.0,100.0,,2025-05-18T20:30:07.973848Z
759,Eyestone,4,1,a,,,,
780,Morgan,4,4,a,,,,
786,Benjamin Fredrick,4,2,a,,,,
113,Adingra,5,3,a,100.0,100.0,,2024-09-29T22:30:06.392264Z
114,Baker-Boaitey,5,3,u,0.0,0.0,Loaned to Port Vale,2024-08-10T12:17:28.055765Z
115,Baleba,5,3,a,100.0,100.0,,2025-02-01T22:30:07.945590Z
116,Barco,5,2,u,0.0,0.0,Loaned to Sevilla,2024-08-23T23:00:06.122778Z
118,Cozier-Duberry,5,3,u,0.0,0.0,Loaned to Blackburn Rovers,2024-08-31T06:29:40.845798Z
119,Dahoud,5,3,u,0.0,0.0,Transferred to Eintracht Frankfurt,2024-08-31T06:30:37.645175Z
120,Dunk,5,2,a,100.0,100.0,,2025-05-11T22:30:08.354775Z
122,Estupiñan,5,2,a,100.0,100.0,,2025-01-26T12:00:08.902967Z
124,Gilmour,5,3,u,0.0,0.0,Transferred to Napoli,2024-08-31T06:42:09.507349Z
125,Gross,5,3,u,0.0,0.0,Permanent transfer to Borussia Dortmund,2024-08-02T13:11:40.837259Z
126,Hinshelwood,5,3,a,100.0,100.0,,2024-11-10T01:30:07.476316Z
127,I.Osman,5,3,u,0.0,0.0,Loaned to Feyenoord,2024-08-16T11:54:28.483822Z
128,Igor,5,2,a,100.0,100.0,,2025-01-04T22:00:07.109334Z
129,João Pedro,5,4,a,100.0,0.0,,2025-05-23T14:00:08.373379Z
130,Kozlowski,5,3,u,0.0,0.0,Permanent transfer to Gaziantep FK,2024-07-22T09:03:00.342050Z
131,Lamptey,5,2,d,75.0,75.0,Knee injury - 75% chance of playing,2025-05-19T22:00:08.215017Z
132,March,5,3,i,0.0,0.0,Knee injury - Expected back 01 Jun,2025-05-05T07:30:07.917767Z
133,Mazilu,5,3,u,0.0,0.0,Has joined Vitesse Arnhem on loan for the rest of the season,2024-08-29T11:08:43.963582Z
134,Milner,5,3,a,100.0,0.0,,2024-08-31T21:00:04.655035Z
135,Minteh,5,3,a,100.0,100.0,,2025-01-12T22:30:08.694313Z
136,Mitoma,5,3,a,100.0,100.0,,2025-05-16T09:30:08.547373Z
137,Moder,5,3,u,0.0,0.0,Loaned to Feyenoord,2025-01-22T10:15:11.772489Z
138,O’Mahony,5,4,u,0.0,0.0,Season long to Portsmouth,2024-08-30T10:16:16.061223Z
139,Offiah,5,2,u,0.0,0.0,Loaned to Blackpool,2024-08-31T06:26:46.238644Z
140,Peupion,5,3,u,0.0,0.0,Loaned to ADO Den Haag,2025-02-03T10:22:59.975748Z
141,Sarmiento,5,3,u,0.0,0.0,Loaned to Burnley,2024-08-31T06:27:42.007071Z
142,Steele,5,1,d,75.0,75.0,Hand injury - 75% chance of playing,2025-05-19T22:00:08.291938Z
143,Undav,5,4,u,0.0,0.0,Transferred to Stuttgart,2024-08-10T12:18:55.962223Z
144,Van Hecke,5,2,a,100.0,100.0,,2025-04-19T21:00:07.484058Z
145,Veltman,5,2,a,100.0,100.0,,2025-05-11T22:30:08.389691Z
146,Verbruggen,5,1,a,100.0,100.0,,2024-08-12T14:30:04.523944Z
147,Webster,5,2,a,100.0,100.0,,2025-03-30T02:00:08.587962Z
148,Welbeck,5,4,a,100.0,100.0,,2025-02-22T21:30:09.255845Z
149,Wieffer,5,3,a,100.0,100.0,,2025-03-30T02:00:08.604802Z
595,Gruda,5,3,a,100.0,100.0,,2025-01-24T00:00:10.185786Z
600,Ayari,5,3,a,100.0,100.0,,2025-02-01T22:30:08.709133Z
601,Moran,5,3,u,0.0,0.0,Loaned to Stoke City,2024-08-20T12:19:09.002604Z
615,Rushworth,5,1,a,100.0,100.0,,2024-08-31T06:28:38.039682Z
618,Georginio,5,3,i,0.0,0.0,Ankle injury - Expected back 01 Jun,2025-03-30T02:00:09.254489Z
628,F.Kadıoğlu,5,2,i,0.0,0.0,Toe Injury - Expected back 01 Jun,2024-11-10T01:30:09.967684Z
629,O'Riley,5,3,a,100.0,100.0,,2025-03-07T12:00:09.447793Z
663,Samuels,5,2,u,0.0,0.0,Loaned to Dundee,2025-01-17T12:29:48.647053Z
668,Cahill,5,1,a,,,,
681,McConville,5,2,u,0.0,0.0,Loaned to Norwich City,2025-02-04T10:51:39.862174Z
685,Slater,5,2,a,,,,
714,Gómez,5,3,a,100.0,100.0,,2025-01-09T16:30:09.168224Z
739,Hürzeler,5,5,a,,,,
758,Knight,5,3,a,,,,
763,Cashin,5,2,a,,,,
791,Charlie Tasker,5,2,a,,,,
794,Freddie Simmonds,5,2,a,,,,
795,Harry Howell,5,3,a,,,,
150,Andrey Santos,6,3,u,0.0,0.0,Has joined Strasbourg on a season-long loan,2024-08-05T10:16:34.176364Z
151,Ângelo,6,3,u,0.0,0.0,Transferred to Al-Nassr,2024-09-05T10:38:18.297070Z
153,B.Badiashile,6,2,a,100.0,100.0,,2024-12-16T10:30:07.655172Z
154,Bergström,6,1,a,,,,
155,Bettinelli,6,1,a,,,,
157,Caicedo,6,3,a,,,,
158,Casadei,6,3,u,0.0,0.0,Loaned to Torino,2025-02-03T10:23:25.268868Z
159,Chalobah,6,2,a,100.0,100.0,,2025-02-22T21:00:09.834402Z
161,Chukwuemeka,6,3,u,0.0,0.0,Loaned to Borussia Dortmund,2025-02-04T10:49:46.028103Z
162,Colwill,6,2,a,100.0,100.0,,2025-01-17T15:00:07.145576Z
163,Cucurella,6,2,a,100.0,100.0,,2024-12-16T09:30:06.586582Z
164,D.D.Fofana,6,4,u,0.0,0.0,Transferred to AEK Athens,2024-09-11T14:26:52.770225Z
165,Deivid,6,4,u,0.0,0.0,Loaned to Santos,2025-02-28T11:06:35.437245Z
166,Dewsbury-Hall,6,3,a,100.0,100.0,,2024-12-29T08:30:08.647462Z
168,Enzo,6,3,a,100.0,100.0,,2025-01-17T15:00:07.174073Z
169,Gallagher,6,3,u,0.0,0.0,Transferred to Atletico Madrid,2024-08-22T11:20:34.236891Z
170,Gilchrist,6,2,u,0.0,0.0,Has joined Sheffield United on a season-long,2024-08-09T11:15:16.064928Z
171,Gusto,6,2,a,100.0,100.0,,2025-04-21T04:30:07.650673Z
172,James,6,2,a,100.0,100.0,,2024-11-21T14:00:08.020459Z
